sunzen,elev,aot,wv,C_B2,C_B3,C_B4,C_B5,C_B6,C_B7,Ce_B2,Ce_B3,Ce_B4,Ce_B5,Ce_B6,Ce_B7,Edir_B2,Edir_B3,Edir_B4,Edir_B5,Edir_B6,Edir_B7,Edif_B2,Edif_B3,Edif_B4,Edif_B5,Edif_B6,Edif_B7,Eenv_B2,Eenv_B3,Eenv_B4,Eenv_B5,Eenv_B6,Eenv_B7,sec
10.0,0,0.05,1.0,0.1481,0.09041,0.05814,0.03416,0.01081,0.00778,0.20004,0.12038,0.07554,0.04291,0.01237,0.00849,1474.267,1477.946,1316.414,936.41,209.306,72.534,218.346,133.623,76.535,31.986,2.263,0.564,76.563,44.296,22.912,8.199,0.327,0.052,0.813
12.5,0,0.05,1.0,0.14947,0.0912,0.05862,0.03443,0.0109,0.00785,0.20146,0.12119,0.07603,0.04319,0.01246,0.00857,1458.456,1462.949,1303.738,927.759,207.432,71.866,217.992,133.415,76.427,31.942,2.261,0.564,75.831,43.878,22.701,8.125,0.324,0.052,0.896
15.0,0,0.05,1.0,0.15116,0.09217,0.05922,0.03477,0.01101,0.00792,0.20323,0.12219,0.07664,0.04353,0.01257,0.00864,1439.202,1444.681,1288.296,917.221,205.149,71.054,217.553,133.158,76.293,31.889,2.258,0.563,74.939,43.369,22.445,8.036,0.321,0.051,0.968
17.5,0,0.05,1.0,0.15321,0.09335,0.05994,0.03517,0.01113,0.00802,0.20537,0.1234,0.07737,0.04394,0.0127,0.00875,1416.547,1423.182,1270.119,904.815,202.462,70.097,217.026,132.849,76.131,31.824,2.254,0.562,73.889,42.769,22.143,7.93,0.317,0.051,1.013
20.0,0,0.05,1.0,0.15563,0.09473,0.06079,0.03565,0.01129,0.00813,0.2079,0.12482,0.07824,0.04442,0.01285,0.00886,1390.541,1398.495,1249.244,890.567,199.375,68.999,216.408,132.486,75.942,31.748,2.25,0.561,72.683,42.081,21.797,7.809,0.312,0.05,1.097
22.5,0,0.05,1.0,0.15845,0.09635,0.06178,0.0362,0.01146,0.00826,0.21085,0.12649,0.07924,0.04498,0.01303,0.00899,1361.242,1370.672,1225.713,874.506,195.895,67.76,215.693,132.065,75.723,31.66,2.245,0.56,71.324,41.305,21.406,7.672,0.307,0.049,1.177
25.0,0,0.05,1.0,0.16172,0.09821,0.06292,0.03684,0.01166,0.00842,0.21426,0.1284,0.0804,0.04562,0.01323,0.00914,1328.716,1339.771,1199.572,856.662,192.028,66.385,214.874,131.585,75.472,31.559,2.239,0.559,69.813,40.443,20.972,7.52,0.301,0.048,1.231
27.5,0,0.05,1.0,0.16546,0.10035,0.06421,0.03757,0.01189,0.00859,0.21817,0.13059,0.08172,0.04635,0.01346,0.00931,1293.038,1305.858,1170.874,837.071,187.783,64.875,213.946,131.038,75.187,31.445,2.233,0.557,68.155,39.496,20.495,7.353,0.294,0.047,1.398
30.0,0,0.05,1.0,0.16974,0.10278,0.06569,0.03839,0.01215,0.00878,0.22264,0.13309,0.08322,0.04718,0.01372,0.0095,1254.288,1269.003,1139.678,815.772,183.166,63.234,212.899,130.422,74.866,31.316,2.226,0.555,66.353,38.466,19.977,7.171,0.287,0.046,1.409
32.5,0,0.05,1.0,0.17461,0.10553,0.06736,0.03932,0.01245,0.009,0.22773,0.13592,0.08492,0.04812,0.01401,0.00971,1212.557,1229.286,1106.046,792.808,178.189,61.464,211.723,129.73,74.505,31.171,2.218,0.553,64.41,37.355,19.417,6.976,0.279,0.044,1.432
35.0,0,0.05,1.0,0.18015,0.10866,0.06925,0.04036,0.01277,0.00925,0.23352,0.13913,0.08684,0.04917,0.01434,0.00997,1167.945,1186.794,1070.048,768.224,172.859,59.57,210.408,128.956,74.101,31.009,2.208,0.551,62.33,36.167,18.818,6.766,0.271,0.043,1.524
37.5,0,0.05,1.0,0.18646,0.1122,0.07138,0.04154,0.01315,0.00954,0.24011,0.14277,0.089,0.05036,0.01471,0.01027,1120.558,1141.618,1031.758,742.071,167.187,57.556,208.94,128.091,73.65,30.829,2.198,0.549,60.117,34.901,18.181,6.543,0.262,0.042,1.58
40.0,0,0.05,1.0,0.19365,0.11622,0.07379,0.04287,0.01356,0.00985,0.24762,0.1469,0.09145,0.0517,0.01513,0.01057,1070.516,1093.861,991.254,714.4,161.186,55.425,207.303,127.126,73.148,30.629,2.186,0.546,57.777,33.563,17.507,6.307,0.253,0.04,1.596
42.5,0,0.05,1.0,0.20186,0.12078,0.07652,0.04437,0.01403,0.01021,0.25619,0.15159,0.09423,0.05321,0.0156,0.01092,1017.945,1043.629,948.623,685.268,154.866,53.183,205.478,126.052,72.59,30.407,2.173,0.543,55.313,32.153,16.796,6.058,0.243,0.038,1.653
45.0,0,0.05,1.0,0.21126,0.12598,0.07962,0.04607,0.01456,0.0106,0.26602,0.15694,0.09737,0.05492,0.01613,0.01133,962.985,991.041,903.953,654.734,148.24,50.833,203.445,124.855,71.969,30.161,2.158,0.539,52.732,30.675,16.051,5.798,0.233,0.037,1.71
47.5,0,0.05,1.0,0.2221,0.13194,0.08314,0.04799,0.01516,0.01106,0.27735,0.16305,0.10095,0.05686,0.01673,0.01178,905.787,936.22,857.342,622.863,141.321,48.381,201.177,123.521,71.279,29.889,2.142,0.535,50.04,29.132,15.273,5.525,0.222,0.035,1.747
50.0,0,0.05,1.0,0.23466,0.13878,0.08717,0.05017,0.01583,0.01156,0.29046,0.17009,0.10505,0.05906,0.0174,0.01228,846.519,879.305,808.892,589.718,134.124,45.833,198.643,122.032,70.512,29.588,2.123,0.53,47.241,27.527,14.463,5.242,0.211,0.033,1.803
52.5,0,0.05,1.0,0.24932,0.14671,0.09181,0.05268,0.0166,0.01215,0.30578,0.17823,0.10977,0.06159,0.01817,0.01287,785.363,820.44,758.712,555.371,126.662,43.193,195.807,120.367,69.658,29.255,2.103,0.525,44.344,25.863,13.623,4.948,0.199,0.031,1.846
55.0,0,0.05,1.0,0.2666,0.15597,0.09719,0.05556,0.01749,0.01282,0.32383,0.18774,0.11523,0.0645,0.01906,0.01354,722.523,759.787,706.918,519.895,118.951,40.468,192.622,118.501,68.706,28.887,2.08,0.519,41.355,24.145,12.755,4.645,0.187,0.029,1.872
57.5,0,0.05,1.0,0.28718,0.16688,0.10348,0.05892,0.0185,0.01359,0.34534,0.19896,0.12163,0.06788,0.02008,0.01431,658.228,697.523,653.634,483.368,111.007,37.664,189.032,116.403,67.641,28.48,2.054,0.512,38.282,22.377,11.861,4.332,0.175,0.027,1.89
60.0,0,0.05,1.0,0.31205,0.17991,0.11093,0.06286,0.01969,0.01449,0.37133,0.21235,0.1292,0.07186,0.02127,0.01521,592.741,633.846,598.998,445.871,102.845,34.787,184.967,114.034,66.449,28.029,2.025,0.504,35.134,20.562,10.943,4.01,0.162,0.025,1.909
62.5,0,0.05,1.0,0.34261,0.19569,0.11986,0.06755,0.02108,0.01554,0.40325,0.22857,0.13828,0.07659,0.02266,0.01627,526.366,568.98,543.156,407.491,94.485,31.845,180.338,111.343,65.105,27.528,1.992,0.495,31.921,18.706,10.002,3.681,0.149,0.023,1.922
65.0,0,0.05,1.0,0.38094,0.21516,0.13076,0.07323,0.02275,0.01678,0.4433,0.24857,0.14935,0.08231,0.02433,0.01751,459.469,503.189,486.275,368.321,85.942,28.846,175.028,108.267,63.585,26.971,1.955,0.484,28.654,16.813,9.041,3.345,0.136,0.021,1.962
67.5,0,0.05,1.0,0.43028,0.23974,0.14433,0.08021,0.02477,0.0183,0.49486,0.27383,0.16314,0.08935,0.02636,0.01903,392.494,436.786,428.545,328.464,77.238,25.797,168.883,104.716,61.85,26.347,1.913,0.472,25.346,14.891,8.062,3.002,0.123,0.019,2.001
70.0,0,0.05,1.0,0.49598,0.2717,0.16167,0.08904,0.02727,0.02012,0.56351,0.30668,0.18077,0.09825,0.02886,0.02087,326.01,370.167,370.193,288.031,68.392,22.709,161.694,100.574,59.85,25.646,1.865,0.457,22.015,12.947,7.069,2.654,0.109,0.017,1.987
72.5,0,0.05,1.0,0.58739,0.31485,0.18462,0.10054,0.03044,0.02241,0.65902,0.35102,0.20409,0.10985,0.03204,0.02312,260.761,303.849,311.502,247.154,59.426,19.592,153.168,95.666,57.509,24.848,1.809,0.439,18.68,10.99,6.065,2.301,0.095,0.014,2.072
75.0,0,0.05,1.0,0.72249,0.37618,0.21638,0.11614,0.03463,0.0254,0.80021,0.41405,0.23637,0.12558,0.03623,0.02613,197.77,238.545,252.851,205.988,50.366,16.458,142.887,89.736,54.713,23.924,1.744,0.418,15.37,9.033,5.054,1.944,0.081,0.012,2.06
77.5,0,0.05,1.0,0.94022,0.46993,0.26324,0.13859,0.04045,0.0295,1.02775,0.5104,0.28399,0.14822,0.04207,0.03025,138.508,175.312,194.789,164.742,41.24,13.323,130.228,82.385,51.277,22.832,1.668,0.393,12.123,7.094,4.042,1.586,0.067,0.01,1.99
80.0,0,0.05,1.0,1.34136,0.62986,0.33915,0.17361,0.04906,0.03535,1.44698,0.67476,0.36113,0.18353,0.05068,0.03614,85.173,115.829,138.199,123.718,32.086,10.211,114.248,72.956,46.87,21.479,1.574,0.361,8.996,5.201,3.038,1.227,0.052,0.008,2.039
10.0,250,0.05,1.0,0.14496,0.08889,0.0574,0.03388,0.0108,0.00778,0.19561,0.11818,0.07445,0.04249,0.01235,0.00851,1481.93,1482.429,1319.006,938.704,209.624,72.756,214.816,131.777,75.716,31.805,2.263,0.566,75.071,43.412,22.482,8.08,0.326,0.053,0.79
12.5,250,0.05,1.0,0.14629,0.08966,0.05788,0.03415,0.01088,0.00785,0.197,0.11897,0.07493,0.04276,0.01243,0.00857,1466.102,1467.424,1306.324,930.046,207.749,72.088,214.471,131.572,75.608,31.762,2.26,0.566,74.355,43.003,22.275,8.008,0.323,0.052,0.887
15.0,250,0.05,1.0,0.14794,0.09062,0.05847,0.03449,0.01098,0.00793,0.19873,0.11995,0.07553,0.0431,0.01254,0.00864,1446.828,1449.148,1290.877,919.499,205.465,71.275,214.043,131.32,75.476,31.709,2.257,0.565,73.482,42.505,22.024,7.919,0.319,0.051,0.95
17.5,250,0.05,1.0,0.14994,0.09177,0.05918,0.03489,0.01112,0.00802,0.20081,0.12113,0.07625,0.0435,0.01267,0.00875,1424.148,1427.638,1272.694,907.083,202.776,70.318,213.53,131.016,75.317,31.645,2.254,0.564,72.454,41.919,21.729,7.815,0.315,0.051,1.043
20.0,250,0.05,1.0,0.1523,0.09313,0.06002,0.03536,0.01127,0.00813,0.20328,0.12253,0.0771,0.04398,0.01283,0.00886,1398.114,1402.939,1251.811,892.824,199.688,69.218,212.928,130.66,75.13,31.57,2.25,0.563,71.274,41.245,21.389,7.696,0.311,0.05,1.118
22.5,250,0.05,1.0,0.15505,0.09472,0.06099,0.03591,0.01144,0.00827,0.20615,0.12416,0.07809,0.04453,0.013,0.00899,1368.783,1375.102,1228.27,876.748,196.206,67.979,212.231,130.246,74.913,31.483,2.245,0.562,69.944,40.485,21.006,7.561,0.305,0.049,1.186
25.0,250,0.05,1.0,0.15823,0.09654,0.06211,0.03654,0.01164,0.00842,0.20947,0.12604,0.07923,0.04517,0.0132,0.00914,1336.219,1344.185,1202.119,858.888,192.338,66.602,211.434,129.774,74.665,31.383,2.239,0.561,68.466,39.641,20.58,7.412,0.299,0.048,1.302
27.5,250,0.05,1.0,0.16188,0.09864,0.06339,0.03726,0.01187,0.00859,0.21328,0.12818,0.08053,0.04589,0.01343,0.00931,1300.497,1310.253,1173.41,839.28,188.09,65.091,210.529,129.237,74.383,31.27,2.233,0.559,66.843,38.714,20.113,7.247,0.293,0.047,1.338
30.0,250,0.05,1.0,0.16605,0.10102,0.06484,0.03807,0.01213,0.00878,0.21763,0.13063,0.08201,0.04671,0.01369,0.0095,1261.698,1273.377,1142.201,817.962,183.471,63.448,209.508,128.631,74.065,31.142,2.226,0.557,65.079,37.707,19.605,7.069,0.286,0.046,1.384
32.5,250,0.05,1.0,0.1708,0.10372,0.06649,0.03899,0.01243,0.009,0.22259,0.1334,0.08368,0.04764,0.01398,0.00973,1219.913,1233.636,1108.555,794.977,178.491,61.677,208.363,127.951,73.708,30.998,2.218,0.555,63.178,36.62,19.056,6.876,0.278,0.045,1.443
35.0,250,0.05,1.0,0.1762,0.10678,0.06835,0.04003,0.01275,0.00925,0.22823,0.13655,0.08557,0.04869,0.01431,0.00997,1175.239,1191.117,1072.541,770.37,173.158,59.781,207.081,127.19,73.308,30.838,2.208,0.553,61.142,35.456,18.469,6.67,0.27,0.043,1.552
37.5,250,0.05,1.0,0.18235,0.11025,0.07045,0.0412,0.01312,0.00954,0.23464,0.14011,0.0877,0.04987,0.01468,0.01027,1127.783,1145.911,1034.233,744.19,167.484,57.764,205.651,126.34,72.863,30.66,2.198,0.551,58.976,34.218,17.844,6.45,0.261,0.042,1.544
40.0,250,0.05,1.0,0.18935,0.11419,0.07282,0.04251,0.01354,0.00985,0.24195,0.14415,0.09012,0.05119,0.0151,0.01057,1077.663,1098.12,993.71,716.491,161.479,55.631,204.055,125.392,72.366,30.461,2.186,0.548,56.686,32.907,17.183,6.218,0.252,0.04,1.608
42.5,250,0.05,1.0,0.19734,0.11866,0.07551,0.044,0.01401,0.01021,0.25029,0.14875,0.09285,0.05269,0.01557,0.01094,1025.005,1047.85,951.057,687.329,155.155,53.386,202.277,124.336,71.814,30.241,2.173,0.545,54.275,31.527,16.487,5.973,0.242,0.039,1.675
45.0,250,0.05,1.0,0.2065,0.12375,0.07856,0.04567,0.01454,0.0106,0.25985,0.15398,0.09594,0.05438,0.0161,0.01133,969.947,995.218,906.363,656.762,148.525,51.034,200.296,123.16,71.2,29.997,2.159,0.541,51.748,30.08,15.756,5.717,0.232,0.037,1.733
47.5,250,0.05,1.0,0.21705,0.12958,0.08202,0.04757,0.01513,0.01105,0.27086,0.15996,0.09946,0.05629,0.01669,0.01177,912.641,940.35,859.726,624.854,141.602,48.579,198.086,121.848,70.518,29.727,2.142,0.537,49.112,28.57,14.993,5.449,0.221,0.035,1.768
50.0,250,0.05,1.0,0.22926,0.13628,0.08599,0.04974,0.0158,0.01156,0.28361,0.16684,0.10349,0.05848,0.01737,0.01228,853.249,883.379,811.246,591.67,134.399,46.027,195.617,120.385,69.759,29.429,2.124,0.532,46.373,26.999,14.199,5.17,0.21,0.033,1.779
52.5,250,0.05,1.0,0.24352,0.14403,0.09055,0.05222,0.01658,0.01215,0.29849,0.17481,0.10813,0.06097,0.01814,0.01286,791.954,824.453,761.033,557.28,126.932,43.383,192.853,118.75,68.914,29.099,2.104,0.527,43.536,25.37,13.376,4.881,0.199,0.031,1.862
55.0,250,0.05,1.0,0.2603,0.15309,0.09584,0.05507,0.01746,0.01282,0.31601,0.1841,0.11351,0.06385,0.01902,0.01355,728.957,763.73,709.202,521.758,119.215,40.654,189.75,116.917,67.973,28.734,2.081,0.521,40.609,23.688,12.525,4.582,0.187,0.03,1.845
57.5,250,0.05,1.0,0.2803,0.16376,0.10203,0.05839,0.01847,0.01358,0.33688,0.19506,0.11979,0.0672,0.02003,0.0143,664.483,701.385,655.878,485.179,111.264,37.845,186.252,114.856,66.921,28.33,2.055,0.514,37.599,21.957,11.648,4.274,0.174,0.027,1.9
60.0,250,0.05,1.0,0.30444,0.17649,0.10935,0.06229,0.01965,0.0145,0.36208,0.20814,0.12723,0.07113,0.02122,0.01522,598.791,637.614,601.194,447.626,103.096,34.964,182.293,112.53,65.743,27.883,2.026,0.507,34.516,20.18,10.748,3.957,0.162,0.025,1.904
62.5,250,0.05,1.0,0.33406,0.1919,0.11813,0.06693,0.02104,0.01552,0.39301,0.22396,0.13615,0.07581,0.02261,0.01624,532.181,572.64,545.299,409.186,94.728,32.016,177.783,109.888,64.415,27.387,1.993,0.497,31.368,18.362,9.825,3.633,0.149,0.023,1.93
65.0,250,0.05,1.0,0.3712,0.2109,0.12883,0.07254,0.0227,0.01679,0.43177,0.24348,0.14702,0.08146,0.02428,0.01751,465.011,506.722,488.357,369.95,86.177,29.011,172.612,106.87,62.915,26.835,1.956,0.487,28.166,16.508,8.882,3.301,0.136,0.021,1.965
67.5,250,0.05,1.0,0.41896,0.23488,0.14215,0.07944,0.02472,0.01826,0.48162,0.26811,0.16055,0.08842,0.0263,0.01899,397.72,440.17,430.556,330.019,77.463,25.955,166.627,103.388,61.202,26.217,1.915,0.474,24.924,14.625,7.923,2.964,0.122,0.019,1.989
70.0,250,0.05,1.0,0.48246,0.26603,0.15917,0.08816,0.02721,0.02012,0.54791,0.30009,0.17784,0.09721,0.02879,0.02087,330.861,373.372,372.12,289.504,68.607,22.859,159.626,99.327,59.23,25.523,1.867,0.46,21.657,12.72,6.949,2.621,0.108,0.017,1.968
72.5,250,0.05,1.0,0.57066,0.30803,0.18167,0.09952,0.03039,0.0224,0.63999,0.34324,0.2007,0.10866,0.03198,0.02311,265.169,306.836,313.329,248.534,59.629,19.733,151.321,94.516,56.923,24.733,1.812,0.442,18.385,10.802,5.963,2.273,0.095,0.014,2.066
75.0,250,0.05,1.0,0.70074,0.36767,0.2128,0.11493,0.03456,0.02544,0.77579,0.40449,0.23233,0.1242,0.03616,0.02616,201.649,241.264,254.555,207.263,50.556,16.588,141.303,88.706,54.17,23.82,1.747,0.422,15.135,8.884,4.971,1.922,0.081,0.012,2.021
77.5,250,0.05,1.0,0.90975,0.45867,0.25868,0.13708,0.04035,0.02946,0.99402,0.49796,0.27894,0.14653,0.04194,0.0302,141.749,177.697,196.339,165.894,41.415,13.442,128.956,81.505,50.789,22.741,1.671,0.396,11.945,6.981,3.978,1.568,0.066,0.01,2.041
80.0,250,0.05,1.0,1.29317,0.61352,0.3329,0.17162,0.04894,0.03539,1.39435,0.65701,0.35434,0.18135,0.05055,0.03616,87.65,117.786,139.548,124.726,32.243,10.315,113.346,72.264,46.455,21.405,1.578,0.365,8.869,5.123,2.993,1.214,0.052,0.008,2.022
10.0,500,0.05,1.0,0.1419,0.08742,0.05669,0.03361,0.01078,0.00778,0.19131,0.11603,0.07338,0.04208,0.01232,0.00851,1489.441,1486.799,1321.523,940.909,209.928,72.969,211.353,129.969,74.914,31.627,2.262,0.568,73.598,42.544,22.06,7.963,0.324,0.053,0.786
12.5,500,0.05,1.0,0.1432,0.08817,0.05716,0.03388,0.01086,0.00784,0.19267,0.1168,0.07386,0.04235,0.01241,0.00856,1473.599,1471.788,1308.838,932.244,208.052,72.301,211.017,129.768,74.808,31.585,2.26,0.567,72.896,42.143,21.858,7.892,0.322,0.052,0.898
15.0,500,0.05,1.0,0.14481,0.08911,0.05774,0.03421,0.01097,0.00793,0.19435,0.11777,0.07445,0.04268,0.01251,0.00866,1454.305,1453.503,1293.385,921.689,205.767,71.487,210.6,129.52,74.677,31.532,2.257,0.567,72.042,41.656,21.611,7.805,0.318,0.052,0.964
17.5,500,0.05,1.0,0.14676,0.09024,0.05844,0.03461,0.0111,0.00803,0.19638,0.11893,0.07516,0.04308,0.01265,0.00875,1431.602,1431.984,1275.195,909.264,203.077,70.528,210.1,129.222,74.519,31.469,2.254,0.566,71.037,41.082,21.322,7.703,0.314,0.051,1.044
20.0,500,0.05,1.0,0.14906,0.09158,0.05926,0.03508,0.01125,0.00814,0.19878,0.1203,0.076,0.04355,0.0128,0.00886,1405.54,1407.272,1254.305,894.993,199.988,69.428,209.513,128.871,74.334,31.394,2.25,0.565,69.883,40.423,20.989,7.585,0.309,0.05,1.111
22.5,500,0.05,1.0,0.15175,0.09313,0.06022,0.03562,0.01142,0.00827,0.20158,0.12189,0.07697,0.0441,0.01297,0.00899,1376.177,1379.422,1230.755,878.905,196.504,68.188,208.834,128.465,74.12,31.308,2.245,0.564,68.581,39.679,20.613,7.453,0.304,0.049,1.19
25.0,500,0.05,1.0,0.15485,0.09492,0.06133,0.03625,0.01162,0.00841,0.20482,0.12373,0.07809,0.04473,0.01317,0.00913,1343.577,1348.489,1204.595,861.031,192.634,66.81,208.056,128.0,73.874,31.209,2.239,0.562,67.135,38.853,20.196,7.305,0.298,0.048,1.262
27.5,500,0.05,1.0,0.15841,0.09697,0.06259,0.03696,0.01185,0.00859,0.20853,0.12584,0.07937,0.04545,0.0134,0.00931,1307.814,1314.538,1175.875,841.406,188.384,65.297,207.175,127.472,73.596,31.097,2.233,0.561,65.547,37.946,19.738,7.144,0.291,0.047,1.368
30.0,500,0.05,1.0,0.16248,0.09931,0.06402,0.03777,0.01211,0.00878,0.21277,0.12823,0.08083,0.04626,0.01366,0.0095,1268.968,1277.642,1144.653,820.07,183.763,63.653,206.18,126.877,73.281,30.97,2.226,0.559,63.821,36.96,19.239,6.968,0.284,0.046,1.387
32.5,500,0.05,1.0,0.16711,0.10196,0.06564,0.03868,0.01241,0.009,0.2176,0.13095,0.08248,0.04718,0.01396,0.00973,1227.13,1237.879,1110.993,797.065,178.78,61.88,205.063,126.208,72.928,30.828,2.218,0.557,61.96,35.896,18.702,6.778,0.277,0.045,1.443
35.0,500,0.05,1.0,0.17237,0.10496,0.06747,0.0397,0.01273,0.00925,0.22309,0.13404,0.08434,0.04822,0.01428,0.00997,1182.396,1195.334,1074.964,772.435,173.445,59.982,203.814,125.46,72.533,30.669,2.208,0.555,59.968,34.757,18.127,6.575,0.269,0.043,1.5
37.5,500,0.05,1.0,0.17836,0.10836,0.06954,0.04086,0.0131,0.00954,0.22934,0.13753,0.08644,0.04938,0.01465,0.01026,1134.874,1150.099,1036.639,746.232,167.767,57.964,202.419,124.624,72.092,30.492,2.198,0.553,57.849,33.545,17.514,6.359,0.26,0.042,1.563
40.0,500,0.05,1.0,0.18518,0.11222,0.07188,0.04216,0.01352,0.00985,0.23645,0.14148,0.08881,0.0507,0.01507,0.01057,1084.679,1102.275,996.097,718.507,161.759,55.829,200.863,123.692,71.6,30.295,2.187,0.55,55.607,32.262,16.866,6.13,0.251,0.04,1.618
42.5,500,0.05,1.0,0.19297,0.11659,0.07453,0.04363,0.01399,0.01021,0.24457,0.14598,0.0915,0.05218,0.01554,0.01094,1031.938,1051.969,953.423,689.315,155.432,53.581,199.13,122.654,71.054,30.077,2.174,0.547,53.247,30.912,16.183,5.889,0.241,0.039,1.666
45.0,500,0.05,1.0,0.20189,0.12158,0.07752,0.04529,0.01451,0.0106,0.25387,0.1511,0.09455,0.05385,0.01606,0.01132,976.787,999.296,908.707,658.717,148.798,51.226,197.199,121.497,70.447,29.835,2.159,0.543,50.774,29.495,15.467,5.637,0.231,0.037,1.747
47.5,500,0.05,1.0,0.21215,0.12729,0.08094,0.04717,0.01511,0.01105,0.26457,0.15695,0.09801,0.05575,0.01666,0.01177,919.375,944.381,862.044,626.775,141.87,48.768,195.044,120.208,69.772,29.568,2.143,0.539,48.194,28.017,14.719,5.373,0.22,0.035,1.764
50.0,500,0.05,1.0,0.22403,0.13385,0.08484,0.04932,0.01578,0.01158,0.27696,0.16369,0.10198,0.05791,0.01733,0.01231,859.866,887.359,813.536,593.554,134.663,46.213,192.637,118.77,69.021,29.272,2.125,0.535,45.512,26.479,13.94,5.098,0.209,0.034,1.852
52.5,500,0.05,1.0,0.23789,0.14144,0.08933,0.05177,0.01654,0.01214,0.29142,0.17148,0.10654,0.06038,0.0181,0.01288,798.437,828.373,763.291,559.124,127.191,43.566,189.943,117.162,68.186,28.944,2.104,0.529,42.735,24.885,13.133,4.814,0.198,0.032,1.821
55.0,500,0.05,1.0,0.25421,0.15029,0.09454,0.05459,0.01742,0.01283,0.30843,0.18057,0.11182,0.06323,0.01898,0.01357,735.288,767.582,711.425,523.557,119.469,40.833,186.919,115.361,67.255,28.583,2.081,0.524,39.869,23.238,12.299,4.519,0.186,0.03,1.861
57.5,500,0.05,1.0,0.27363,0.16072,0.10062,0.05788,0.01844,0.0136,0.32869,0.19127,0.118,0.06654,0.02,0.01433,670.642,705.16,658.062,486.931,111.512,38.02,183.51,113.336,66.214,28.182,2.056,0.517,36.922,21.543,11.439,4.216,0.174,0.028,1.873
60.0,500,0.05,1.0,0.29707,0.17317,0.10782,0.06173,0.01962,0.01449,0.35313,0.20404,0.12531,0.07042,0.02117,0.01523,604.753,641.3,603.334,449.326,103.337,35.134,179.652,111.052,65.05,27.739,2.027,0.509,33.903,19.802,10.556,3.904,0.161,0.026,1.899
62.5,500,0.05,1.0,0.32581,0.18822,0.11644,0.06632,0.02101,0.01554,0.3831,0.2195,0.13407,0.07505,0.02257,0.01625,537.916,576.222,547.388,410.827,94.961,32.181,175.259,108.458,63.738,27.246,1.995,0.5,30.819,18.022,9.651,3.585,0.148,0.023,1.923
65.0,500,0.05,1.0,0.3618,0.20678,0.12695,0.07187,0.02266,0.0168,0.42064,0.23855,0.14475,0.08064,0.02422,0.01752,470.483,510.182,490.387,371.528,86.403,29.17,170.221,105.495,62.257,26.7,1.958,0.49,27.682,16.207,8.727,3.259,0.135,0.021,1.96
67.5,500,0.05,1.0,0.40804,0.23017,0.14003,0.07869,0.02467,0.01827,0.46886,0.26256,0.15803,0.08752,0.02624,0.019,402.884,443.486,432.518,331.526,77.68,26.108,164.391,102.078,60.566,26.088,1.916,0.477,24.504,14.363,7.786,2.926,0.122,0.019,1.985
70.0,500,0.05,1.0,0.46943,0.26053,0.15674,0.08731,0.02716,0.02013,0.53289,0.29372,0.175,0.0962,0.02873,0.02087,335.665,376.516,374.002,290.933,68.814,23.004,157.571,98.095,58.62,25.4,1.869,0.463,21.301,12.496,6.83,2.588,0.108,0.017,1.967
72.5,500,0.05,1.0,0.55457,0.30145,0.17881,0.09853,0.03032,0.02245,0.62169,0.33572,0.19742,0.10751,0.03189,0.0232,269.543,309.771,315.115,249.875,59.826,19.869,149.481,93.379,56.346,24.619,1.814,0.446,18.092,10.617,5.863,2.245,0.094,0.015,2.036
75.0,500,0.05,1.0,0.67986,0.35945,0.20932,0.11374,0.03449,0.02543,0.75238,0.39526,0.22841,0.12285,0.03607,0.02614,205.507,243.941,256.223,208.504,50.739,16.715,139.717,87.685,53.633,23.716,1.75,0.425,14.902,8.735,4.89,1.899,0.08,0.012,2.033
77.5,500,0.05,1.0,0.88061,0.44782,0.25425,0.13561,0.04028,0.02951,0.96177,0.48597,0.27404,0.14489,0.04187,0.03024,144.986,180.049,197.858,167.018,41.583,13.557,127.676,80.629,50.306,22.649,1.675,0.4,11.767,6.869,3.915,1.551,0.066,0.01,2.053
80.0,500,0.05,1.0,1.24733,0.59781,0.32683,0.16968,0.04884,0.03533,1.34431,0.63995,0.34775,0.17925,0.05044,0.0361,90.136,119.724,140.873,125.71,32.394,10.416,112.429,71.572,46.042,21.331,1.582,0.368,8.742,5.045,2.947,1.202,0.052,0.008,2.019
10.0,750,0.05,1.0,0.13893,0.08598,0.05599,0.03335,0.01076,0.00778,0.18713,0.11394,0.07234,0.04167,0.0123,0.0085,1496.807,1491.057,1323.967,943.015,210.216,73.172,207.956,128.199,74.129,31.451,2.262,0.569,72.142,41.689,21.646,7.848,0.323,0.053,0.805
12.5,750,0.05,1.0,0.1402,0.08672,0.05645,0.03362,0.01085,0.00785,0.18845,0.1147,0.07281,0.04194,0.01238,0.00857,1480.949,1476.039,1311.278,934.345,208.34,72.503,207.628,128.002,74.024,31.409,2.26,0.569,71.456,41.298,21.448,7.778,0.32,0.052,0.882
15.0,750,0.05,1.0,0.14177,0.08764,0.05703,0.03394,0.01095,0.00792,0.19009,0.11564,0.07339,0.04227,0.01249,0.00865,1461.637,1457.747,1295.82,923.782,206.054,71.688,207.222,127.757,73.895,31.357,2.257,0.568,70.621,40.821,21.207,7.692,0.317,0.052,0.968
17.5,750,0.05,1.0,0.14367,0.08875,0.05772,0.03434,0.01108,0.00802,0.19207,0.11678,0.07409,0.04267,0.01262,0.00874,1438.912,1436.218,1277.624,911.348,203.363,70.729,206.734,127.464,73.739,31.294,2.253,0.567,69.637,40.259,20.922,7.591,0.313,0.051,1.029
